Sample_ID_Gt,SiO2_Gt,TiO2_Gt,Al2O3_Gt,Cr2O3_Gt,FeOt_Gt,MnO_Gt,MgO_Gt,CaO_Gt,Na2O_Gt,Ti_Gt,Ni_Gt,Zn_Gt,Ga_Gt,Sr_Gt,Y_Gt,Zr_Gt
173/034/0021/2,42.34,0.02,21.64,3.14,7.61,0.51,19.18,4.78,0.06,119.896888676,13.71,2.4,1.01,,1.62,8.27
173/034/K001/167,42.79,0.02,22.25,2.69,7.86,0.29,20.18,5.05,0,119.896888676,13.72,12.31,2.24,,4.76,1.3
173/033/K061/73,41.9,0.08,22.27,2.14,8.5,0.42,20.69,4.44,0,479.587554703,13.74,6.67,3.57,,13.92,5.7
173/034/K001/167,42.35,0.08,21.65,2.9,8.51,0.23,19.52,5.05,0,479.587554703,13.76,13.13,3.43,,5.33,1.92
173/034/K001/167,43.33,0.02,21.63,2.41,7.3,0.11,20.51,4.64,0,119.896888676,13.77,12.22,2.65,,3,0.63
173/034/K007/203,42.42,0,21.55,3.06,8.6,0.23,19.98,4.87,0,0,13.79,10.62,4.08,,34.4,29.25
173/034/K007/203,42.94,0,22.38,2.58,8.74,0.3,19.21,4.87,0,0,13.79,11.46,3.67,,13.22,8.6
COY553,42.17,0.18,21.63,3.16,7.93,0.56,20.4,4.68,-0.99,1800,13.8,,1.79,,31.9,43.3
COY554,42.12,0.11,21.16,3.44,7.27,0.51,20.69,4.73,-0.99,1100,13.8,,1.35,,9,32.8
173/034/K001/167,43.24,0.04,21.03,2.82,8.11,0.28,19.53,4.88,0,239.793777351,13.86,12.25,3.32,,1.95,1.62
COY553,42.35,0.11,21.73,2.62,7,0.4,20.95,4.64,-0.99,1100,13.9,,1.6,,2.7,15.7
173/034/K001/167,43.02,0.1,21.78,1.88,8.15,0.18,20.1,4.94,0,599.484443379,13.9,12.36,3.13,,5.87,0.66
173/034/0021/2,42.5,0.02,20.55,4.15,9.89,0.58,17.43,5.77,0.06,119.896888676,13.91,8.92,4.02,,11.28,4.97
173/034/K007/203,42.29,0,21.14,3.19,8.33,0.26,19.8,4.59,0,0,13.93,11.06,3.62,,4.57,43.33
173/033/K061/73,42.31,0.09,21.34,2.98,8.12,0.42,20.59,4.54,0,539.535999041,13.97,23.44,3.25,,12.23,7.63
173/034/K001/167,43.19,0.05,21.06,2.3,8.29,0.26,19.39,4.69,0,299.742221689,13.97,12.99,3.73,,8.2,3.71
COY554,42.79,0.1,21.45,3.76,6.86,0.42,20.74,4.62,-0.99,1000,14,,1.22,,3.7,38.8
173/033/K061/73,42.58,0.11,20.85,3.21,7.99,0.45,20.35,4.68,0,659.432887717,14.03,5.21,4.27,,10.32,10.16
Barkley Commonage,41.6,0.01,20.9,2.85,9.18,0.54,19.94,5.49,,23.5,14.08,,2.281,0.0419,5.04,0.474
173/034/K001/167,42.58,0.05,22.94,2.53,8.82,0.28,19.3,4.8,0,299.742221689,14.09,12.07,3.81,,3.3,3.63
COY554,42.06,0.09,21.67,3.74,6.76,0.48,21.24,4.61,-0.99,900,14.1,,1.26,,3.6,36.9
COY557,42.77,0.12,21.38,3.68,6.83,0.44,20.75,5.23,-0.99,1200,14.1,,0.99,,9.1,49.4
173/033/K061/73,42.72,0.11,22,2.84,8.47,0.57,20.12,4.65,0,659.432887717,14.15,108.05,1.87,,19.94,10.24
173/034/K007/203,42.11,0,23.29,2.82,8.27,0.35,18.95,5.14,0,0,14.19,11.87,4.48,,16.06,14.52
COY556,42.05,0.09,20.89,3.99,7.01,0.51,21.49,4.6,-0.99,900,14.2,,0.83,,28.6,14.1
173/034/K007/203,43.12,0,21.72,2.54,9.1,0.26,19.45,4.88,0,0,14.24,10.43,3.83,,17.11,13.31
173/034/K001/167,42.87,0.12,22.26,1.93,8.61,0.23,19.31,5.05,0,719.381332054,14.25,13.41,3.39,,5.41,0.22
173/033/K061/73,42.27,0.12,21.92,2.55,8.34,0.41,20.65,4.44,0,719.381332054,14.25,53.35,4.61,,14.08,9.82
173/033/K061/73,42.71,0.14,21.31,2.5,7.97,0.43,20.47,4.57,0,839.27822073,14.25,5.62,4.67,,17.09,13.39
173/034/K001/167,43.18,0.13,21.83,2.73,8.03,0.2,19.57,5.04,0,779.329776392,14.27,12.94,3.74,,15.78,7.09
173/034/K001/167,42.62,0.01,21.72,2.48,8.28,0.25,19.78,4.79,0,59.9484443379,14.33,12.42,3.67,,2.89,0.82
173/034/0021/2,42.52,0.02,20.88,3.58,7.23,0.38,21.65,3.96,0.06,119.896888676,14.37,2.6,0.5,,0.13,82.37
173/034/K007/203,43.46,0,22.12,3,7.32,0.29,19.78,5.02,0,0,14.37,10.17,2.52,,34.99,4.16
173/033/K061/73,42,0.1,21.67,2.48,8.07,0.38,20.3,4.38,0,599.484443379,14.39,72.14,3.69,,13.3,11.5
COY570,42.39,0.08,21.33,3.74,6.98,0.47,21.02,5.07,-0.99,800,14.4,,1.29,,23.8,53.2
COY557,42.3,0.15,20.65,4.6,6.42,0.48,21.71,4.64,-0.99,1500,14.4,,1.18,,40.8,72.6
173/033/K061/73,42.49,0.14,21.79,2.77,7.94,0.45,20.7,4.54,0,839.27822073,14.49,42.75,4.38,,16.49,14.61
173/034/K007/203,42.02,0,23.57,2.08,7.78,0.27,19.82,4.53,0,0,14.49,11.65,2.13,,2.36,11.67
COY555,43.42,0.1,20.95,4.07,6.74,0.45,21.02,4.58,-0.99,1000,14.5,,1.26,,2.52,43.3
COY553,42.66,0.07,21.36,4.29,6.58,0.46,19.91,4.37,-0.99,700,14.5,,0.76,,6.4,82.4
173/033/K061/73,42.89,0.17,22.09,2.44,7.79,0.39,20.27,4.72,0,1019.12355374,14.53,4.66,4.3,,18.03,12.39
173/034/K007/203,43.24,0,22.45,2.64,7.21,0.23,20.65,4.92,0,0,14.56,10.79,1.57,,0.39,0.41
173/034/0021/2,41.69,0.01,21.48,3.65,7.32,0.48,20.53,4.4,0.07,59.9484443379,14.57,4.62,0.87,,2.27,44.91
FrankSmith,41.6,0,22.4,2.49,8.69,0.44,19.7,4.62,0.03,0,14.577,10.052,6.2535,,15.463,15.621
173/034/K001/167,43.31,0.03,21.52,1.95,8.39,0.19,19.36,4.8,0,179.845333014,14.59,12.87,3.55,,5.32,0.27
COY555,42.71,0.1,21.49,3.59,6.71,0.44,20.93,4.8,-0.99,1000,14.6,,0.9,,22.7,47
173/034/0021/2,42.17,0.01,21.55,3.53,7.27,0.47,19.85,4.42,0.1,59.9484443379,14.67,5.6,0.66,,3.1,64.71
173/033/K069/10,42.65,0.07,21.98,3.32,7.35,0.47,20.76,4.5,0,419.639110365,14.68,4.28,1.17,,4.27,53.25
173/033/K069/10,41.49,0.07,21.12,3.24,7.92,0.46,19.54,5.06,0,419.639110365,14.7,5.88,3.49,,2.4,5.9
173/034/K007/203,42.12,0,22.69,3.08,8.37,0.35,19.14,4.97,0,0,14.7,11.48,4.04,,17.73,22.28
COY555,42.29,0.16,22.67,2.49,7.68,0.46,20.73,4.74,-0.99,1600,14.7,,2.15,,6.8,35.9
COY556,42.49,0.07,20.94,4.36,6.47,0.42,21.71,4.4,-0.99,700,14.7,,0.71,,2.8,71.8
173/034/K007/203,42.94,0,22.6,1.82,7.89,0.17,20.05,4.57,0,0,14.71,11.77,3.32,,5.58,1.59
173/034/K001/167,42.89,0.04,22.48,1.99,7.69,0.18,20.67,4.58,0,239.793777351,14.71,14.04,3.1,,9.78,1
173/034/K001/167,43.11,0,22.29,2.06,8.05,0.2,19.43,5.11,0,0,14.73,12.41,2.71,,6.79,0.45
COY555,42.58,0.09,22.61,2.38,7.65,0.42,20.42,4.8,-0.99,900,14.8,,2.07,,2.9,12.7
COY554,42.06,0.1,21.94,3.87,6.99,0.55,20.41,5.02,-0.99,1000,14.8,,1.06,,5.8,36.4
COY554,42.37,0.09,21.75,3.34,6.47,0.46,22.01,3.93,-0.99,900,14.8,,1.03,,7.8,30.1
COY557,41.95,0.08,20.9,4.39,6.67,0.48,21.05,4.05,-0.99,800,14.8,,0.91,,3.3,41.4
173/034/K001/167,42.86,0.07,21.45,3.03,8.32,0.28,19.66,5.21,0,419.639110365,14.81,12.62,3.32,,9.5,5.77
173/033/K061/73,43.25,0.14,21.55,2.57,8.05,0.39,20.78,4.61,0,839.27822073,14.82,5.12,3.65,,11.19,5.33
173/034/K001/167,42.85,0.09,21.49,2.34,8.73,0.3,19.88,4.43,0,539.535999041,14.83,13.34,3.62,,13.71,22.43
173/034/K001/167,43.5,0.11,21.65,2.54,7.02,0.07,20.09,5.26,0,659.432887717,14.84,12.09,2.72,,22.33,4.12
173/033/K061/73,41.89,0.18,21.52,2.58,8.7,0.43,19.44,4.94,0,1079.07199808,14.84,15.88,4.21,,18,13.07
173/033/K061/73,42.62,0.15,21.53,3.16,8.03,0.38,20.16,4.67,0,899.226665068,14.86,68.33,4.98,,17.96,11.1
173/033/K061/73,41.58,0.11,21.2,3.16,8.39,0.44,20.53,4.58,0,659.432887717,14.87,18.99,2.68,,16.97,19.41
COY556,42.38,0.08,21.08,4.39,6.66,0.35,21.44,4.38,-0.99,800,14.9,,0.74,,1.73,78.7
COY553,42.06,0.11,21.61,3.69,6.84,0.45,20.52,4.87,-0.99,1100,14.9,,1.1,,2.9,42.2
173/034/0021/2,42.42,0.03,22.02,3.4,7.7,0.49,19.65,4.93,0,179.845333014,14.92,8.03,2.07,,1.02,4.05
173/034/0021/2,41.52,0.01,22,2.61,7.91,0.57,18.73,5.11,0.06,59.9484443379,14.96,28.14,1.47,,19.37,26.44
EAK806,41.03,0.02,20.96,4.11,6.9,0.44,20.81,4.86,0,119.896888676,14.96,0,0.402,,0.88,2.22
EAK806,42.16,0,20.68,3.92,6.82,0.26,21.22,4.78,0,0,14.96,0,0.402,,0.88,2.22
173/033/K061/73,43.01,0.06,22.85,1.92,8.33,0.34,20.63,4.29,0,359.690666027,14.99,100.11,3.86,,13.59,1.69
COY555,42.79,0.11,22.13,2.41,7.58,0.43,20.84,4.7,-0.99,1100,15,,2.21,,5.5,30.3
COY554,42.45,0.1,21.28,3.67,6.92,0.4,20.85,4.79,-0.99,1000,15,,1.28,,7.8,31.7
173/033/K061/73,42.17,0.16,21.28,2.58,8.39,0.38,19.9,4.65,0,959.175109406,15.02,9.23,4.33,,15.83,8.29
173/034/0021/2,42.51,0.02,21.08,3.56,7.46,0.48,20.37,4.28,0.08,119.896888676,15.02,1.57,0.89,,26.42,76.37
173/034/K007/203,43.26,0,23.14,2.08,8.46,0.29,19.65,4.66,0,0,15.02,12.58,3.29,,5.87,1.01
173/034/K001/167,42.62,0.09,22.53,1.94,8.6,0.18,19.69,4.96,0,539.535999041,15.02,13.31,3.64,,6.03,0.35
173/034/K007/203,42.45,0,21.75,2.78,8.22,0.29,20.04,4.72,0,0,15.05,11.47,2.77,,25.81,25.62
173/034/0021/2,41.4,0.02,21.62,3.43,7.3,0.46,20.22,4.55,0.03,119.896888676,15.09,0.83,-0.004732877616015,,9.64,46.21
173/033/K061/73,42.31,0.26,20.48,3.95,7.71,0.39,19.59,5.14,0,1558.65955278,15.09,57.82,3.26,,18.18,21.7
COY555,42.69,0.1,20.78,3.87,7.01,0.54,20.46,5.03,-0.99,1000,15.1,,0.95,,4.1,47.5
COY557,41.88,0.06,21.28,4.29,6.38,0.42,21.08,4.27,-0.99,600,15.1,,0.78,,1.9,79.6
173/034/K001/167,42.94,0.02,22.1,2.19,8.44,0.24,19.67,4.66,0,119.896888676,15.11,12.64,3.29,,1.86,0.38
173/034/K007/203,42.4,0,21.35,3.3,8.42,0.26,19.83,4.95,0,0,15.12,11.75,3.32,,2.43,2.95
173/034/0021/2,42.6,0.02,21.86,2.2,8.38,0.42,19.53,4.71,0.02,119.896888676,15.13,30.46,3.48,,5.18,3.4
173/034/0021/2,42.09,0.01,21.57,3.33,7.34,0.44,19.68,4.53,0.04,59.9484443379,15.14,3.41,0.73,,9.55,64.66
173/034/K007/203,42.4,0,22.01,2.67,7.48,0.25,20.97,4.82,0,0,15.14,10.72,2.62,,1.78,1.53
173/034/0021/2,42.2,0.02,21.99,2.58,8.71,0.49,18.99,5.25,0.04,119.896888676,15.16,30.44,3.44,,9.03,0.78
173/034/K001/167,43.39,0.09,22.14,1.92,8.02,0.21,19.91,4.97,0,539.535999041,15.16,12.65,3.18,,4.18,0.27
173/033/K061/73,42.7,0.08,21.2,2.64,7.7,0.45,19.58,4.49,0,479.587554703,15.17,6.36,3.59,,5.97,1.64
173/034/0021/2,42.02,0.01,21.04,3.76,7.5,0.41,19.82,5.33,0.02,59.9484443379,15.18,5.52,0.63,,0.46,7.81
173/034/K001/167,42.66,0.04,22.93,1.89,7.9,0.28,19.87,4.49,0,239.793777351,15.18,12.7,3.14,,3.47,0.32
173/033/K061/73,42.28,0.08,21.44,2.88,7.88,0.5,20.16,4.73,0,479.587554703,15.18,12.63,3.94,,11.74,5.83
173/034/0021/2,42.12,0.01,22.07,2.81,7.37,0.43,21.21,3.88,0.01,59.9484443379,15.19,2.64,0.56,,0.33,68.89
173/034/K001/167,43.34,0.04,21.76,2.13,8.15,0.33,20.38,4.63,0,239.793777351,15.19,12.06,3.06,,3.96,0.54
173/033/K061/73,42.45,0.04,21.92,3.02,7.55,0.38,20.43,5,0,239.793777351,15.2,19.38,2.14,,1.57,0.41
COY555,42.59,0.14,22.02,2.48,7.71,0.35,20.84,4.76,-0.99,1400,15.2,,2.11,,4.3,23.8
COY554,41.96,0.07,21.89,3.49,6.8,0.38,21.02,4.66,-0.99,700,15.2,,1.35,,3.6,35.9
173/034/K001/167,42.98,0.07,22.25,2.08,8,0.2,20.56,4.64,0,419.639110365,15.23,12.63,2.94,,4.99,1.16
173/034/K001/167,42.9,0.06,22.21,1.78,8.15,0.22,19.7,4.88,0,359.690666027,15.26,14.02,3.41,,12.87,2.85
173/034/0021/2,43.11,0.03,21.34,3.55,7.31,0.47,20.5,3.67,0.03,179.845333014,15.27,3.1,1,,78.4,91.64
173/033/K017/6,42.65,0.13,21.23,3.04,8.73,0.53,20.02,4.94,-0.99,779.329776392,15.28,7.03,3.65,,15.96,27.71
173/033/X086/1,41.67,0.1,22.53,1.96,7.81,0.47,19.68,5.09,0,599.484443379,15.28,8.42,0.81,,2.28,2.68
173/034/K007/203,42.64,0,22.1,2.49,8.2,0.31,20.24,4.61,0,0,15.29,11.33,3.14,,3.35,0.93
173/034/K001/167,43.01,0.03,21.87,2.01,8.87,0.33,19.21,4.69,0,179.845333014,15.29,13.47,4.55,,4.3,0.36
COY557,42.95,0.09,20.54,4.51,6.28,0.45,21.73,4.38,-0.99,900,15.3,,0.78,,2.9,95.8
COY553,42.19,0.11,21.39,3.94,6.42,0.51,21.31,4.2,-0.99,1100,15.3,,1.21,,18.2,92.1
COY570,42.01,0.09,20.98,3.87,7.02,0.46,21.32,5.08,-0.99,900,15.3,,1.1,,9.9,42.5
173/034/K001/167,42.58,0.04,21.86,2.49,8.22,0.24,19.92,4.71,0,239.793777351,15.3,13.58,4.09,,4.16,2.47
173/034/0021/2,42.46,0.02,22.2,2.97,7.76,0.45,19.61,4.65,0,119.896888676,15.31,7.61,2.13,,3.2,1.56
173/034/0021/2,41.97,0.04,21.2,3.26,9,0.51,18.82,4.98,0.03,239.793777351,15.34,25.29,3.97,,9.92,4.09
173/034/0021/2,41.61,0.01,21.11,3.93,7.17,0.52,19.29,5.59,0.05,59.9484443379,15.34,2.54,0.69,,0.31,4.56
173/034/K001/167,43.07,0.05,21.29,2.16,7.39,0.12,20.18,5.16,0,299.742221689,15.35,13.15,2.83,,8.21,2.16
173/034/0021/2,41.88,0.13,22.07,2.7,8.53,0.56,19.82,4.76,0.1,779.329776392,15.39,21.78,6.71,,20.58,14.39
173/034/K007/203,42.89,0,22.48,2.14,7.69,0.2,20.62,4.42,0,0,15.39,10.63,3.44,,4.97,25.6
173/034/0021/2,42.57,0,21.63,3.54,7.62,0.56,20.42,3.96,0.04,0,15.4,4.48,0.48,,26.43,86.66
COY554,42.4,0.06,20.93,4.53,6.52,0.37,21.43,4.37,-0.99,600,15.4,,0.97,,10.3,74.5
COY554,42.86,0.06,21.53,3.93,6.63,0.47,21.73,4.14,-0.99,600,15.4,,1.19,,6.9,32.5
173/033/K061/73,42.31,0.09,21.57,2.69,8.23,0.42,20.32,4.5,0,539.535999041,15.41,9.12,3.23,,14.35,13
173/034/K007/203,42.54,0,21.4,2.96,6.81,0.23,21.07,4.76,0,0,15.41,10.18,1.75,,3.93,26.74
173/034/0021/2,41.78,0.03,21.1,3.85,7.28,0.45,20.72,5.25,0.08,179.845333014,15.45,3.29,1.54,,0.1,4.8
173/033/K061/73,42.42,0.11,22.07,2.18,8.12,0.4,20.23,4.5,0,659.432887717,15.46,53.09,2.76,,13.9,2.59
173/033/K061/73,41.94,0.13,21.76,2.07,8.56,0.42,19.5,4.33,0,779.329776392,15.48,38.01,4.44,,15.73,5.29
173/034/K001/167,42.73,0.04,22.03,2.16,8.27,0.23,19.38,4.65,0,239.793777351,15.48,13.03,3.78,,4.54,0.82
COY555,42.96,0.1,22.34,2.58,7.69,0.4,20.41,4.87,-0.99,1000,15.5,,2.08,,3.8,21.5
COY555,42.43,0.16,21.87,2.5,7.85,0.44,20.49,4.74,-0.99,1600,15.5,,2.21,,4.4,23.6
COY554,42.02,0.07,21.23,4.43,6.52,0.39,21.02,4.53,-0.99,700,15.5,,0.97,,4.1,77.9
173/034/K001/167,43.25,0.13,21.57,2.88,8.88,0.38,19.02,5.43,0,779.329776392,15.5,12.47,4.58,,15.39,4.4
173/034/K001/167,42.94,0.17,22.34,2.06,8.28,0.19,19.72,4.83,0,1019.12355374,15.53,13.17,3.44,,15.64,10.87
173/033/K061/73,42.62,0.12,21.97,2.72,8.24,0.48,20.29,4.6,0,719.381332054,15.53,23.32,1.62,,17.56,34.34
173/033/K061/73,42.13,0.06,22.01,2.17,8.36,0.41,20.07,4.32,0,359.690666027,15.56,68.53,2.54,,7.3,4.47
173/033/K061/73,42.2,0.07,21.61,2.56,7.68,0.38,19.88,4.33,0,419.639110365,15.6,10.98,2.26,,8.74,7.67
173/034/K007/203,42.22,0,23.21,2,8.84,0.22,19.54,4.48,0,0,15.6,14.07,3.82,,12.59,1.8
173/034/0021/2,41.17,0.03,21.05,4.61,7.87,0.51,18.77,5.89,0.06,179.845333014,15.62,2.84,2.42,,0.72,10.11
173/034/K001/167,43.06,0.08,21.46,2.71,8.34,0.26,19.86,4.85,0,479.587554703,15.62,13.73,4.32,,3.89,1.32
173/034/0021/2,42.44,0,22.74,2.11,8,0.43,20.54,4.46,0.05,0,15.63,5.97,2.4,,9.29,5.94
173/033/K069/10,42.27,0.04,21.12,3.72,7.17,0.52,21.24,4.56,0,239.793777351,15.66,4.32,1.29,,13.3,44.64
173/034/K001/167,43.02,0.05,21.77,2.03,8.18,0.25,20.29,4.54,0,299.742221689,15.67,12.69,3.32,,3.8,0.53
COY555,42.41,0.11,21.99,2.51,7.66,0.42,20.96,4.64,-0.99,1100,15.7,,2.1,,5.3,31.5
173/034/0021/2,41.8,0.07,21.11,3.32,8.95,0.5,18.44,5.19,0.04,419.639110365,15.7,30.8,3.41,,10.86,3.76
173/033/K061/73,42.76,0.1,21.64,2.54,7.57,0.32,20.55,4.31,0,599.484443379,15.71,7.3,2.46,,5.31,6.01
173/033/K061/73,41.86,0.09,22.26,1.71,8.61,0.45,20.34,4.6,0,539.535999041,15.72,45.48,2.48,,17.23,3.09
173/033/K061/73,42.4,0.11,22.04,2.49,8.95,0.46,19.9,4.61,0,659.432887717,15.75,5.06,4.09,,21.34,14.92
173/034/0021/2,42.47,0,21.1,3.69,7.26,0.46,20.88,4.48,0.02,0,15.77,4.06,0.55,,4.52,21.8
173/033/K061/73,42,0.13,21.08,3.81,8.38,0.48,19.78,4.83,0,779.329776392,15.78,11.67,3.23,,12.23,17.9
COY570,42.68,0.11,21.44,4.04,6.44,0.39,22.07,4.11,-0.99,1100,15.8,,1.02,,12.1,88.4
COY557,42.2,0.09,21.04,4.3,6.18,0.37,21.84,4.26,-0.99,900,15.8,,0.67,,12.1,85.3
173/034/K007/203,42.25,0,22.39,2.86,8.84,0.26,19.68,4.87,0,0,15.83,13.1,3.79,,14.38,33.87
173/034/K001/167,42.94,0,22.72,2.39,7.97,0.25,20.29,4.65,0,0,15.85,12.81,3.05,,5.88,3.71
173/033/K061/73,42.27,0.12,20.11,4.57,7.15,0.46,20.17,5.23,0,719.381332054,15.86,5.86,4.37,,11.26,18.77
173/033/X086/1,42.01,0.07,22.99,1.48,7.74,0.49,20.54,4.97,0,419.639110365,15.9,11.59,0.66,,4.93,4.89
173/034/K001/167,43.7,0.09,20.39,2.53,9.89,0.31,18.63,4.96,0,539.535999041,15.9,13.21,6.56,,15.9,7.17
COY553,42.41,0.07,20.6,4.27,6.59,0.46,21.23,4.13,-0.99,700,15.9,,0.75,,6.6,80.6
173/034/0021/2,41.56,0.01,21.63,3.4,7.57,0.52,19.76,4.54,0,59.9484443379,15.92,3.22,1.17,,2.2,60.53
173/034/K007/203,41.7,0,23.25,1.85,8.62,0.22,19.75,4.3,0,0,15.95,12.35,3.53,,7.97,0.82
173/034/K001/167,42.63,0.04,20.99,4.13,6.9,0.17,20.24,5.12,0,239.793777351,15.95,11.6,1.99,,9.04,60.3
173/034/0021/2,42.44,0,21.87,3.49,7.58,0.47,20.05,5.25,0.02,0,15.96,3.83,1.3,,3.02,11.83
173/034/0021/2,41.9,0.02,22.04,3.49,7.42,0.47,20.71,3.96,0.04,119.896888676,15.97,2.68,1.43,,0.55,65.34
173/034/0021/2,41.33,0.03,21.16,3.66,7.23,0.47,19.37,5.36,0.1,179.845333014,15.97,5.26,0.93,,0.5,5.26
173/033/K017/6,42.83,0.18,21.94,2.84,8.34,0.5,19.61,4.85,-0.99,1079.07199808,15.99,5.34,2.75,,28.52,39.96
173/033/K061/73,41.92,0.07,21.91,2.63,8.39,0.48,19.64,4.66,0,419.639110365,15.99,79.23,3.26,,10.74,5.24
COY554,42.53,0.09,20.82,4.43,6.48,0.48,21.22,4.57,-0.99,900,16,,1.12,,27.9,64.2
173/034/K007/203,42.31,0,21.34,3.14,7.53,0.22,20.63,4.7,0,0,16.05,10.83,2.06,,11.24,27.73
FrankSmith,41.3,0,21.9,3.85,7.67,0.39,20.2,5.42,0,0,16.064,7.3812,3.748,,0.01,8.3773
173/034/K001/167,42.64,0.06,21.94,2.37,8.09,0.16,20.06,4.71,0,359.690666027,16.08,13.8,3.03,,4.34,0.63
173/033/K061/73,42.42,0.09,22.14,2.11,8.66,0.37,20.08,4.61,0,539.535999041,16.09,46.69,3.16,,17.5,15.13
173/033/K061/73,42.53,0.11,21.58,3.43,7.64,0.37,20.84,4.59,0,659.432887717,16.09,36,1.68,,10.7,16.28
173/033/K061/73,42.36,0.07,22.4,1.87,7.86,0.35,20.38,4.38,0,419.639110365,16.1,16.63,2.67,,12.96,3.77
173/033/K069/10,41.28,0.15,21.36,2.56,12.6,0.54,17.16,4.96,0,899.226665068,16.11,23.96,11.19,,10.18,29.32
173/034/K001/167,42.93,0.07,22.16,2.49,7.66,0.21,19.86,5.07,0,419.639110365,16.12,12.64,3.38,,6.46,0.99
173/033/K061/73,42.81,0.06,22.56,1.93,8.21,0.41,21.01,4.19,0,359.690666027,16.13,28.78,2.17,,24.8,14
173/033/K061/73,42.12,0.13,21.97,2.43,8.17,0.4,20.09,4.48,0,779.329776392,16.17,9.3,3.96,,15.18,13.07
173/034/K001/167,43.05,0.16,20.29,3.89,6.98,0.14,19.6,5.63,0,959.175109406,16.18,11.52,2.94,,22.73,35
173/034/K007/203,42.46,0,23.61,2.28,7.7,0.24,20.26,4.66,0,0,16.2,12.34,2.76,,4.57,3.52
COY553,42.34,0.1,21.25,3.69,6.44,0.3,21.37,4.82,-0.99,1000,16.2,,1.26,,2.22,33.7
173/033/K115/1,42.42,0.12,20.71,3.81,7.49,0.49,20.85,4.44,0.02,719.381332054,16.24,7.47,1.47,,8.9,78.83
173/033/K061/73,41.8,0.16,21.72,2.79,8.14,0.34,19.79,5.04,0,959.175109406,16.24,60.94,2.57,,16.14,10.12
173/033/K061/73,42.08,0.1,21.46,3.06,7.77,0.36,20.78,4.67,0,599.484443379,16.24,2.1,1.89,,7.58,14.04
173/034/K007/203,42.82,0,22.59,2.62,7.72,0.17,20.28,4.59,0,0,16.25,12.51,2.73,,7.04,38.69
173/033/K069/10,41.95,0.09,20.88,3.86,8.54,0.52,19.63,5.4,0,539.535999041,16.26,7.61,3.59,,2.97,3.99
173/034/0021/2,42.85,0.04,21.89,3.35,7.47,0.48,19.82,4.62,0.03,239.793777351,16.32,5.73,1.12,,4.25,33.65
173/033/K061/73,42.42,0.12,21.02,3.85,7.32,0.45,20.51,4.88,0,719.381332054,16.33,16.91,0.65,,54.58,39.89
173/034/0021/2,42.09,0.02,21.69,3.3,7.1,0.43,19.68,4.47,0.05,119.896888676,16.36,5.64,0.81,,38.98,53.2
173/033/K061/73,41.98,0.09,22.44,1.99,7.84,0.35,20.61,4.35,0,539.535999041,16.38,27.8,1.81,,11.99,7.04
COY555,42.52,0.09,20.31,4.7,6.92,0.34,21.26,4.61,-0.99,900,16.4,,1.15,,18.8,98.7
COY556,42.04,0.12,21.22,3.01,7.37,0.5,21.42,4.93,-0.99,1200,16.4,,1.76,,7.2,34.2
173/034/K007/203,41.52,0,22.86,2.49,8.76,0.27,19.05,4.75,0,0,16.4,11.72,3.5,,14.04,5.44
173/034/K001/167,43.19,0.09,20.95,2.14,7.9,0.19,19.97,4.41,0,539.535999041,16.4,12.17,3.43,,9.19,18.47
173/033/K061/73,42.67,0.08,22.3,2.79,7.68,0.38,20.37,4.92,0,479.587554703,16.42,20.22,1.61,,3.17,1.68
173/034/K007/203,43.13,0,21.56,2.75,9.76,0.31,18.63,4.9,0,0,16.43,12.55,4.5,,12.47,16.22
173/034/0021/2,42.56,0.01,22.28,3.62,7.21,0.47,20.88,4.04,0.02,59.9484443379,16.44,3.95,0.33,,0.19,78.03
173/034/K007/203,42.83,0,21.87,2.29,7.65,0.25,20.48,4.59,0,0,16.44,11.06,3.01,,3.73,0.46
173/034/K007/203,42.44,0,22.28,3.07,7.95,0.21,19.67,4.87,0,0,16.45,12.35,3.3,,4.64,6.36
173/033/K061/73,42.66,0.11,21.98,2.08,7.9,0.52,20.94,4.4,0,659.432887717,16.45,5.76,3.87,,13.08,3.09
COY557,42.05,0.1,20.41,5.38,6.85,0.38,20.65,5.09,-0.99,1000,16.5,,1.26,,2.5,67.9
173/034/K007/203,42.6,0,22.59,1.88,8.15,0.18,20.29,4.52,0,0,16.5,11.01,4.09,,7.5,1.6
173/033/K061/73,41.9,0.04,21.46,2.9,7.06,0.44,20.78,4.46,0,239.793777351,16.55,9.21,1.46,,1.41,15.29
173/033/K069/10,42.49,0.06,21.3,2.45,7.39,0.38,20.39,5.1,0,359.690666027,16.56,6.58,1.93,,3.8,0.17
173/033/0004/234,41.64,0.17,21.85,3.27,8.49,0.6,20.07,4.53,0,1019.12355374,16.57,10.03,5.51,,17.32,18.05
173/033/K069/10,42.1,0.07,21.73,3.55,6.78,0.41,20.88,5.09,0,419.639110365,16.57,3.84,1.45,,5.69,22.13
173/034/K007/203,42.46,0,22.99,3.15,7.69,0.18,20.06,4.84,0,0,16.57,11.7,3.45,,6.84,4.8
173/034/K001/167,42.62,0.09,21.47,2.9,8.3,0.28,19.32,5.06,0,539.535999041,16.6,13.54,3.82,,1,4.46
173/034/K001/167,43.64,0.07,20.6,2.11,6.21,0.08,21.02,5.13,0,419.639110365,16.63,11.8,2.34,,10.54,0.54
173/034/K007/203,42.59,0,22.91,3.21,7.66,0.25,19.5,4.95,0,0,16.69,14.45,2.96,,2.24,3.33
